Text,Label,Sentiment
https://t.co/2lmJG4dwBZ\nI really hope that one day EVERY MP that voted for #hs2 has there remains removed and reburied somewhere else and lets see how their relatives like it. Does this Govt &amp; ALL MP'S have NO SHAME AT ALL. Stop #hs2 before more bodies are exhumed.,0,negative
"This is destroying significant historic &amp; ecological sites of natural beauty. #HS2 will NOT help the North, it'll dissect it into little chunks of isolated villages. Consultation is now going ahead @jon_trickett as our representative how can we stop this?\nhttps://t.co/3XP55Ju0cG",0,negative
"Opposition to #HS2 still alive and well in #Staffordshire. See ""Residents given update on HS2 plans ?€?but many remain opposed to the scheme"" @ https://t.co/W2DR8s6eby",0,negative
"This is welcome. #HS2 always was about creating advantage for London and not the North. It's a massive con and waste of money. What we need is #HS3. Oh, and you can scrap Trident while you're at it.\nhttps://t.co/5nRJ6mLHwK",0,negative
So why do Green politicians spend so much time opposing a massive injection of rail capacity to help drive modal shift away from roads? #HS2 https://t.co/Uqyah8P2Ek,0,negative
This will happen all along the route of #HS2 the biggest 'white elephant' proposed for the UK - what for? To save 20 minutes on they journey time to London after it has taken an extra 40 minutes to get to the station to catch the damn thing https://t.co/87PqZEMSI0,0,negative
"So @HS2ltd, yesterday you made a big deal of announcing digs at just 60 of the 1000-odd archaeological sites you identified on the 140 miles of Phase 1 of #HS2. Quick question, what % of the impacted home/business/landowners have been paid for property, access or loss? #StopHS2",0,negative
"""Terminating the #HS2 scheme would not just benefit the north. The cancellation dividend would allow a wide range of infrastructure improvements across the country""\nhttps://t.co/alVm7zyoDX",0,negative
If the current government is genuinely committed to leaving the environment in a better state then alternatives to destroying #AncientWoodland for #HS2 #Phase2b must be considered! https://t.co/3fIhwsJNU1 #StandUpForTrees https://t.co/KCWZgyEnHW,0,negative
Men who move only in dimly lit halls and determine my future for me  Helplessness Blues fleetfoxes HS2,0,negative
I'M delighted to see a new video up loaded showing some ground retaken from #HS2   \n\nAs the gtmn says in the last seconds please go if you can some time and show support.\n\nAt the moment #borisjohnson #grantshapps are taking land and trees as they fancy if. there is no #plan.,0,negative
#hs2 #unwanted #unneeded #obsolete. Causes #destruction &amp; #misery everywhere it goes &amp; #ambivalence at best where it doesn't. https://t.co/YxuL5dGFAr,0,negative
Across the UK more than 700 ancient woods are threatened from developments like #HS2. Act now to save #AutumnColour https://t.co/OTLNNqufRO https://t.co/6wTWBa4N9j,0,negative
"#StopHS2 accuse #HS2 Ltd of ""running their own gravy train with their snouts in the trough of taxpayers?? money https://t.co/VQqR21fDZM",0,negative
"Corruption and Powerpoint cover-ups &gt; #HS2 made ?2.76m redundancy payments, some ?1.76m of which were not authorised https://t.co/qX8OdoXRuw",0,negative
Interesting to read about a massive coverup at HS2. Outrageous that paying huge redundancy payments can be allowed. #HS2 #fraud,0,negative
The bigger the #fraud the lesser the chance of punishment? #HS2 https://t.co/oVI2YuKLXm,0,negative
#HS2 could only be described as project out of control. Not to mention being thoroughly bad plan. https://t.co/puqGI1LoSv,0,negative
Why does #HS2 claim an underspend without saying how much work has actually been done? https://t.co/QrjD2m191l,0,negative
"On achingly slow 3-hour train journey #Sheffield-#Cambridge (via Ely). No to #HS2, yes to investments on routes not to London.",0,negative
On Newcastle train with terrible connectivity. Love to see #HS2 money go to improving train Wifi rather than shaving 20mins off a trip.,0,negative
#HS2 will and is already making it worse! https://t.co/s0ZWVoBduD,0,negative
#HS2 is fraud in plain sight of the Nation but Parliament is blind.,0,negative
LandLove - News - Several hundred years old oak tree threatened by #HS2 https://t.co/pkqpAAM6ls #StopHS2 #WaterIsLife #ScrapHS2,0,negative
Finance director gone before dodgy redundancy payments probed CEO left after pocketing 2 million in 2 years  #HS2\n\nhttps://t.co/GbdHdkmLNN,0,negative
Amazed there's still folk along #HS2 route touting hyperloop. Are they just stir crazy or masochists? Deserve what they get,0,negative
Not only is #HS2 waste of hundreds of billions of our money\nIt's now politically toxic enough to make JRM look good!\nhttps://t.co/0yelDz8fgd,0,negative
HS2: A Catastrophic White Elephant That??s Trampling All Over Us (And You) https://t.co/C5fporDyO8 #HS2 #Kenilworth #Midlands,0,negative
"Just a thought, #HS2 probably won't benefit Scotland. I mean it still should happen, but ????¨¢?\nShare your thoughts in the comments.",0,negative
"Of course Government can't take away houses people rightfully own!.......unless they're houses in the path of, for example, #HS2. #bbcdp",0,negative
"#SmartMeters, like #HS2 only exist for personal financial gain of a few ppl. Notice the ferret-like determination of ""gov"" not to stop them?",0,negative
I've just signed the petition to stop #HS2 because I believe it's a huge and Very expensive white elephant!?? https://t.co/0NPrHoYYHB,0,negative
Its been categorically proven #HS2 is not in the Public Interest. What are politicians going to do about it? #Conservative #Labour #Liberal,0,negative
We need #AncientWoodland more than we need #HS2 #StandUpForTrees https://t.co/HOvWtOG0Hy,0,negative
"#hs2 lies. Now, is the government believing the lies or is it complacent? https://t.co/bQKtxc359l",0,negative
Taxpayers face another large bill as Stoke reveals ?500million plan to make its railway station ready for #HS2 https://t.co/dd47GpxaVy,0,negative
If you understood the impact of #hs2 u wouldn't do the job. Anyone with integrity couldn't touch hs2. https://t.co/1mBhs7gYnm,0,negative
"With these storms we having and all the rail delays etc, will the #Hs2 rail network be any different ? They know something that we don??t lol",0,negative
The worlds biggest vanity project #hs2 will rob us of well over ?100 billion\nWe need a new debate to #stophs2\nSign: https://t.co/4dDUJTl12u,0,negative
That would make it the 4th #HS2 company in financial difficulties. #HS2Ltd can pick them!! https://t.co/FRoXJiT24c,0,negative
Is somebody that thinks #Victorian technology is the future of 21stC transport! #hs2 #obsolete https://t.co/awbJdeRU6Z,0,negative
#PLOSONE: More than 75 percent decline over 27 years in total flying insect biomass in protected areas #HS2 https://t.co/Q9cNUWQN51,0,negative
"#hs2 trampling all over our #history, #heritage, #environment, #budget &amp; #lives. What for? Admitted #vanity https://t.co/CTfjGSCq3Q",0,negative
The worlds biggest vanity project #hs2 will rob us of well over ?100 billion\nWe need a new debate to #stophs2\nSign: https://t.co/4dDUJTl12u,0,negative
And #HS2 will do nothing significant to reduce road congestion (according to @transportgovuk??s own forecasts!) https://t.co/yBLHfOCYzn,0,negative
#hs2 of little use in the automated future. AI and robots do not commute home to bed https://t.co/2P5Bv7H3CN,0,negative
"One problem at Euston is that #HS2 arrives at 63 MPH - If they cut the speed, the 'Business Case' is destroyed https://t.co/y4c8vkQEgN",0,negative
More misery for taxpayers as TfL plans two new stations next to the #HS2 stop at Old Oak Common https://t.co/xunGmOKpF2,0,negative
70 minutes from Birmingham to London today. Albeit the @VirginTrains coach was like a fridge...but who needs #hs2?!\n\n#stophs2,0,negative
HILARIOUS! #hs2.  Hybrid train's late arrival fails to electrify MPs ¡§C let alone the rail network | John Crace https://t.co/RVfl8PjwZV,0,negative
How long must the people of Camden be made to suffer from #HS2 Good Lord ?(and I don't mean Adonis) https://t.co/OKkGLXI8zm,0,negative
Watch the latest videos focused on the progress of the UK's high-speed rail network HS2 #HS2 https://t.co/bjgl6wq3v9,0,negative
It's almost like Grayling is embarrassed by #HS2. #TSC,0,negative
"Watch film on environmental destruction in #colnevalley alone, due to #hs2 vanity project costing over ?100 billion\nhttps://t.co/aNcKwn19Fc",0,negative
#Euston #HS2 Housing Disruption ¡§C Know Your Rights https://t.co/9geXZtGdN8 #eviction #ukhousing,0,negative
Yes!! Nobody wants to spend billions to get to Birmingham 10 minutes quicker! #HS2 #uktrain https://t.co/y0oxXAlG3w https://t.co/plf1Efdy48,0,negative
More misery for taxpayers: Euston won't be able to cope with #HS2 passengers without ?30bn+ Crossrail 2 https://t.co/Ovg27ScGJX,0,negative
HS2 threat to Regents Park hedgehodges https://t.co/iP6jZe1Rce #HS2 #wildlfesupport #WWF,0,negative
New HS2 fears as large crack opens up on land where train line will run https://t.co/IFxsSnHTGc #HS2,0,negative
How many more ?'s It's already predicted to come in over ?100bn? #hs2 https://t.co/BEdrRBNs4P,0,negative
There are a few craters on the moon bigger but not many. How can UK want #hs2 yet be happy with 3rd World Roads? Rail used 8% Roads 92% https://t.co/OmvIqBH6AI,0,negative
#hs2 will also wipe out thousands of acres of fertile land for a project no one wants &amp; Govt cannot justify. 40+ Ancient woods destroyed https://t.co/AcpnK0XGsv,0,negative
The depths of deceit lies misinformation &amp; callousness of #hs2 are a scandle in modern times &amp; UK Govt should be ashamed. STOP #hs2 NOW!!! https://t.co/JXCsTEGvc3,0,negative
"With ?90bn at stake, it's good to see parliament scrutinising legislation and the opposition holding the government to account on #hs2 https://t.co/ASVycwky3v",0,negative
But no #HS2 link for Heathrow. An expanded Birmingham airport may get #HS2 link. Does anyone know what's going on???? https://t.co/tLHctJ6Nt2,0,negative
No one can argue that Old Oak is not the most potentially best connected place in the UK with or without #HS2 - don't waste the opportunity https://t.co/a1btUZVup6,0,negative
"What a hypocrite! #HS2 will mostly benefit highly-paid bureaucrats, state-privileged professionals and other special interests.\n\n#CTAseminar https://t.co/qy97Y8Szhm",0,negative
"At least a 12 lane motorway has junctions every few miles, #HS2 taxes, blights &amp; excludes the many so a few can arrive 30 mins early https://t.co/cKo4jtrDpH",0,negative
And I thought that's what #HS2 was for? Double counting me thinks. Both bad decisions. Spend the money on #cleanenergy &amp; #EnergyStorage https://t.co/vxetSJDGQu,0,negative
As soon as you start digging around on #HS2 you realise what a terrible waste it is. Meanwhile many trains in North aren't even electrified. https://t.co/xbgPku4Oiu,0,negative
"FIFTY THOUSAND MILLION + to be spent on #hs2 while we suffer at the hands of an #UnderFunded #NHS\nDya use #NHS @theresa_may, thought not!! https://t.co/KXvRapfhPR",0,negative
